6,1,4,9,8,7,3,2,5
8,9,7,3,5,2,1,4,6
5,3,2,1,6,4,9,7,8
9,7,8,2,3,5,4,6,1
1,4,6,7,9,8,2,5,3
3,2,5,4,1,6,7,8,9
2,5,3,6,4,1,8,9,7
7,8,9,5,2,3,6,1,4
4,6,1,8,7,9,5,3,2
