5,2,6,3,1,8,4,9,7
1,8,3,9,7,4,2,6,5
7,4,9,6,5,2,8,3,1
6,5,2,8,3,1,7,4,9
9,7,4,2,6,5,1,8,3
3,1,8,4,9,7,5,2,6
4,9,7,5,2,6,3,1,8
8,3,1,7,4,9,6,5,2
2,6,5,1,8,3,9,7,4
