4,8,5,1,3,6,7,9,2
7,2,9,4,5,8,1,3,6
1,6,3,7,9,2,4,5,8
9,7,2,5,8,4,3,6,1
3,1,6,9,2,7,5,8,4
5,4,8,3,6,1,9,2,7
6,3,1,2,7,9,8,4,5
2,9,7,8,4,5,6,1,3
8,5,4,6,1,3,2,7,9
