8,1,3,9,7,2,6,5,4
2,7,9,6,5,4,3,1,8
4,5,6,3,1,8,9,7,2
9,2,7,5,4,6,1,8,3
6,4,5,1,8,3,7,2,9
3,8,1,7,2,9,5,4,6
5,6,4,8,3,1,2,9,7
7,9,2,4,6,5,8,3,1
1,3,8,2,9,7,4,6,5
